score,metric,date,value,year,sentence,number
0.951133131980896,arr,"the year ended january 31, 2022",$349.8 million,2022,"as described in notes 2 and 10 to the consolidated financial statements, other subscription revenue was $349.8 million for the year ended january 31, 2022",349800000.0
0.7684237957000732,marketable securities,"the year ended january 31, 2022",$835.3 million,2022,"cash used in investing activities during the year ended january 31, 2022 was $852.1 million, primarily due to cash used to purchase marketable securities, net of maturities, of $835.3 million, as a result of the increased cash balance following our june 2021 equity offering, $4.5 million of net cash used for an immaterial acquisition and $4.3 million of cash to purchase non-marketable securities",835300000.0
0.5952370166778564,total number of customers,"january 31, 2022","33,000",2022,"as of january 31, 2022, we had over 33,000 customers across a wide range of industries and in over 100 countries, compared to over 24,800 customers and over 17,000 customers as of january 31, 2021 and 2020, respectively",33000.0
0.5597424507141113,total number of customers,"january 31, 2017","3,200",2017,"we have also significantly increased the size of our customer base from over 3,200 customers as of january 31, 2017 to over 33,000 customers as of january 31, 2022, and we grew from 713 employees as of january 31, 2017 to 3,544 employees as of january 31, 2022",3200.0
0.5597424507141113,total number of customers,"january 31, 2022","33,000",2022,"we have also significantly increased the size of our customer base from over 3,200 customers as of january 31, 2017 to over 33,000 customers as of january 31, 2022, and we grew from 713 employees as of january 31, 2017 to 3,544 employees as of january 31, 2022",33000.0
0.557822048664093,total number of customers,2021,751,2021,"the number of customers with $100,000 or greater in arr and annualized mrr was 1,307, 975 and 751 as of january 31, 2022, 2021 and 2020, respectively",751.0
0.5308175683021545,arr,"january 31, 2022,","100,000",2022,"the number of customers with $100,000 or greater in arr and annualized mrr was 1,307, 975 and 751 as of january 31, 2022, 2021 and 2020, respectively",100000.0
0.5157463550567627,total number of customers,"january 31, 2022","33,000",2022,"as of january 31, 2022, we had over 33,000 customers spanning a wide range of industries in more than 100 countries around the world",33000.0
0.5150977373123169,total number of customers,"january 31, 2022","4,400",2022,"as of january 31, 2022, we had over 4,400 customers that were sold through our direct sales force and channel partners, as compared to over 3,000 and over 2,000 such customers as of january 31, 2021 and 2020, respectively",4400.0
0.4768868088722229,arr,prior-year,$276.7 million,2021,"subscription revenue increased by $276.7 million primarily due to an increase of $253.6 million from our direct sales customers, inclusive of the impact from direct sales customers who were self-serve customers of mongodb atlas in the prior-year period",276700000.0
0.4603748321533203,total number of customers,"january 31, 2022,","1,307",2022,"the number of customers with $100,000 or greater in arr and annualized mrr was 1,307, 975 and 751 as of january 31, 2022, 2021 and 2020, respectively",1307.0
0.4319874942302704,total number of customers,june 2016,"31,500",2016,"after launching in june 2016, we had over 31,500 mongodb atlas customers as of january 31, 2022",31500.0
0.4195617139339447,marketable securities,2021,$0.5 million,2021,"as of january 31, 2022 and 2021, the total amount of non-marketable securities included in other assets on our balance sheet was $4.8 million and $0.5 million, respectively.item 8",500000.0
0.2411094456911087,cash on balance sheet,april 2021,$9.0 million,2021,"in april 2021, the company made an acquisition for total cash consideration of $9.0 million, of which $4.5 million was the purchase price to be allocated and $4.5 million will be recognized as post-combination compensation expense",9000000.0
0.1648256927728653,total number of customers,"january 31, 2022",over 100,2022,"as of january 31, 2022, we have customers in over 100 countries and employees in over 25 countries",100.0
0.1608701199293136,marketable securities,2021,$0.5 million,2021,"as of january 31, 2022 and 2021, the total amount of non-marketable equity and debt securities included in other assets on the company’s balance sheets were $4.8 million and $0.5 million, respectively",500000.0
