score,metric,date,value,year,sentence,number
0.7850272059440613,marketable securities,"december 31, 2020",$2 billion,2020,"as of december 31, 2020, the fair value of these debt securities was $2 billion",2000000000.0
0.7535479664802551,marketable securities,"december 31, 2020",$429 million,2020,"(2) as of december 31, 2020 the long-term portion of marketable equity securities of $429 million is included within other non-current assets.",429000000.0
0.7243351340293884,marketable securities,"december 31, 2020",$136.7 billion,2020,"as of december 31, 2020, we had $136.7 billion in cash, cash equivalents, and short-term marketable securities",136699999999.99998
0.656902551651001,r&d value,"december 31, 2020",$3.7 billion,2020,"as of december 31, 2020, our california research and development credit carryforwards for income tax purposes were approximately $3.7 billion that can be carried over indefinitely",3700000000.0
0.4854116439819336,marketable securities,"december 31, 2019 and",$3.3 billion,2019,"we record our marketable equity securities not accounted for under the equity method at fair value based on readily determinable market values, of which publicly traded stocks and mutual funds are subject to market price volatility, and represent $3.3 billion and $5.9 billion of our investments as of december 31, 2019 and 2020, respectively",3300000000.0
0.4854116439819336,marketable securities,2020,$5.9 billion,2020,"we record our marketable equity securities not accounted for under the equity method at fair value based on readily determinable market values, of which publicly traded stocks and mutual funds are subject to market price volatility, and represent $3.3 billion and $5.9 billion of our investments as of december 31, 2019 and 2020, respectively",5900000000.0
0.4054208993911743,marketable securities,"december 31, 2020",$87 million,2020,"unrealized net gains related to debt securities still held where we have elected the fair value option were $87 million as of december 31, 2020",87000000.0
0.3402919769287109,marketable securities,2020,$1.4 billion,2020,"as of december 31, 2019 and 2020, equity securities accounted for under the equity method had a carrying value of approximately $1.3 billion and $1.4 billion, respectively",1400000000.0
0.2981026470661163,marketable securities,2020,$1.8 billion,2020,"a hypothetical adverse price change of 30% on our december 31, 2020 balance, which could be experienced in the near term, would decrease the fair value of our marketable equity securities by $1.8 billion",1800000000.0
0.2067838013172149,r&d value,2019 to 2020,"$1,555 million",2019,"r&d expenses increased $1,555 million from 2019 to 2020",1555000000.0
