score,metric,date,value,year,sentence,number
0.933362066745758,arr,fiscal 2020,$2.66 billion,2020,"driving this increase was the increase in subscription revenue across our offerings which grew to $2.66 billion in fiscal 2020 from $2.28 billion in fiscal 2019, representing 17% year-over-year growth.",2660000000.0
0.8835673332214355,arr,"november 29, 2019",$8.33 billion,2019,"•total digital media arr of approximately $10.18 billion as of november 27, 2020 increased by $1.85 billion, or 22%, from $8.33 billion as of november 29, 2019",8330000000.0
0.8465936779975891,arr,fiscal 2019,$2.28 billion,2019,"driving this increase was the increase in subscription revenue across our offerings which grew to $2.66 billion in fiscal 2020 from $2.28 billion in fiscal 2019, representing 17% year-over-year growth.",2280000000.0
0.840422511100769,arr,the end of fiscal 2020,$10.18 billion,2020,"total digital media arr grew to $10.18 billion at the end of fiscal 2020, up from $8.33 billion at the end of fiscal 2019",10180000000.0
0.8389906883239746,arr,the end of fiscal 2019,$7.25 billion,2019,"creative arr exiting fiscal 2020 was $8.72 billion, up from $7.25 billion at the end of fiscal 2019",7250000000.0
0.7660890221595764,arr,the end of fiscal 2019,$1.08 billion,2019,"document cloud arr exiting fiscal 2020 was $1.46 billion, up from $1.08 billion at the end of fiscal 2019",1080000000.0
0.7595099210739136,arr,fiscal 2020,$8.72 billion,2020,"creative arr exiting fiscal 2020 was $8.72 billion, up from $7.25 billion at the end of fiscal 2019",8720000000.0
0.7507473230361938,arr,"november 27, 2020",$10.18 billion,2020,"•total digital media arr of approximately $10.18 billion as of november 27, 2020 increased by $1.85 billion, or 22%, from $8.33 billion as of november 29, 2019",10180000000.0
0.7398493885993958,arr,the end of fiscal 2019,$8.33 billion,2019,"total digital media arr grew to $10.18 billion at the end of fiscal 2020, up from $8.33 billion at the end of fiscal 2019",8330000000.0
0.659953773021698,arr,fiscal 2020,$1.46 billion,2020,"document cloud arr exiting fiscal 2020 was $1.46 billion, up from $1.08 billion at the end of fiscal 2019",1460000000.0
0.5921757817268372,marketable securities,"november 27, 2020",$1.51 billion,2020,"at november 27, 2020, we had debt securities classified as short-term investments of $1.51 billion",1510000000.0
0.5614665150642395,cash on balance sheet,"november 29, 2019",$1.20 billion,2019,"as of november 29, 2019, total notional amounts of outstanding cash flow hedges were $1.20 billion, hedging exposures denominated in euros, british pounds and japanese yen.",1200000000.0
0.5383864045143127,arr,the end of fiscal 2020,$10.26 billion,2020,"revaluing our ending arr for fiscal 2020 using currency rates at the beginning of fiscal 2021, our digital media arr at the end of fiscal 2020 would be $10.26 billion or approximately $77 million higher than the arr reported above.",10260000000.0
0.4578457772731781,cash on balance sheet,"november 27, 2020",$1.53 billion,2020,"as of november 27, 2020, total notional amounts of outstanding cash flow hedges were $1.53 billion, hedging exposures denominated in euros, british pounds, japanese yen and australian dollars",1530000000.0
0.42973792552948,arr,fiscal 2020,$330 million,2020,"revenue from digital experience increased $330 million during fiscal 2020, as compared to fiscal 2019 primarily due to subscription revenue growth across our offerings of which the largest contributors were our aem and marketo engage offerings.",330000000.0
