score,metric,date,value,year,sentence,number
0.9098480939865112,r&d value,"december 31, 2021",$19.1 million,2021,"federal research and development tax credit carryforwards as of december 31, 2021 of $19.1 million, net of uncertain tax positions, will expire, if not utilized, beginning in the year 2029.",19100000.0
0.8409683704376221,marketable securities,"december 31, 2021","$1,508.1 million",2021,"as of december 31, 2021, we had cash and cash equivalents of $313.8 million and available-for-sale securities of $1,508.1 million",1508100000.0
0.8015153408050537,r&d value,"december 31, 2021 of",$11.1 million,2021,"the company had state research and development tax credit carryforwards as of december 31, 2021 of $11.1 million, net of uncertain tax positions",11100000.0
0.793656587600708,cash on balance sheet,"december 31, 2021 and 2020",$6.7 million,2021,"as of december 31, 2021 and 2020, the company had $6.7 million in total restricted cash related to irrevocable standby letters of credit established according to the requirements under lease agreements.",6700000.0
0.7583680152893066,cash on balance sheet,"december 31, 2021",$7.2 million,2021,"in addition to the contractual obligations described above, as of december 31, 2021, we had $7.2 million recognized as total restricted cash on our consolidated balance sheets which consisted of $6.7 million in letters of credit outstanding in favor of certain landlords for office space and $0.5 million in short-term restricted cash",7200000.0
0.5977599620819092,r&d value,"december 31, 2021",$19.1 million,2021,"also as of december 31, 2021, we had federal research and development tax credit carryforwards of $19.1 million, net of uncertain tax positions, that will begin to expire in 2029 and state research and development tax credit carryforwards of $11.1 million, net of uncertain tax positions, that can be carried forward indefinitely.",19100000.0
0.580927312374115,marketable securities,"the year ended december 31, 2020 of","$1,267.0 million",2020,"net cash used in investing activities during the year ended december 31, 2020 of $515.3 million resulted primarily from the purchases of available-for-sale securities of $1,267.0 million, capital expenditures of $56.4 million, and the capitalization of internal-use software development costs of $18.6 million and cash paid for acquisitions, net of cash acquired of $13.9 million",1267000000.0
0.5713803768157959,customer revenue,that year,"7,200",2022,"for example, if we signed a new customer that generated $1,800 of revenue in a quarter, that customer would account for $7,200 of annualized revenue for that year",7200.0
0.5480462312698364,marketable securities,"the year ended december 31, 2021","$1,589.3 million",2021,"net cash used in investing activities during the year ended december 31, 2021 of $709.3 million resulted primarily from the purchases of available-for-sale securities of $1,589.3 million, capital expenditures of $93.0 million, capitalization of internal-use software development costs of $14.8 million and cash paid for acquisitions, net of cash acquired of $5.6 million",1589300000.0
0.5249748229980469,r&d value,"the year ended december 31, 2021",$62.3 million,2021,"research and development expenses increased by $62.3 million, or 49%, for the year ended december 31, 2021 compared to the year ended december 31, 2020",62300000.0
0.5235763192176819,marketable securities,"the year ended december 31, 2019",$537.4 million,2019,"net cash used in investing activities during the year ended december 31, 2019 of $417.6 million resulted primarily from the purchases of available-for-sale securities of $537.4 million, capital expenditures of $43.3 million, and the capitalization of internal-use software development costs of $14.0 million",537400000.0
0.5152133107185364,marketable securities,august 2021,"$1,293.8 million",2021,"in august 2021, the company issued $1,293.8 million aggregate principal amount of the 2026 notes in a private offering to qualified institutional buyers pursuant to rule 144a promulgated under the securities act, including the initial purchasers’ exercise in full of their option to purchase an additional $168.8 million aggregate principal amounts of the 2026 notes",1293800000.0
0.4900385439395904,total number of customers,"the three months ended december 31, 2021, 2020","140,096",2020,"the number of paying customers was 140,096, 111,183, and 84,154 for the three months ended december 31, 2021, 2020, and 2019, respectively.",140096.0
0.4466600716114044,r&d value,"the year ended december 31, 2020",$36.5 million,2020,"research and development expenses increased by $36.5 million, or 40%, for the year ended december 31, 2020 compared to the year ended december 31, 2019",36500000.0
0.4039964973926544,total number of customers,"december 31, 2021","140,000",2021,"as of december 31, 2021, we had over 140,000 paying customers across more than 170 countries",140000.0
0.3979692161083221,total number of customers,"the three months ended december 31, 2021, 2020","1,416",2020,"the number of paying customers with annualized revenue greater than $100,000 was 1,416, 828, and 526 for the three months ended december 31, 2021, 2020, and 2019, respectively",1416.0
0.3879306316375732,marketable securities,august 2021,"$1,293.8 million",2021,"in august 2021, we issued $1,293.8 million aggregate principal amount of the 2026 notes in a private offering to qualified institutional buyers pursuant to rule 144a promulgated under the securities act, from which we received total proceeds, net of initial purchaser discounts and commissions and debt issuance costs of $1,274.0 million",1293800000.0
0.3732184469699859,marketable securities,may 2020,$575.0 million,2020,"in may 2020, the company issued $575.0 million aggregate principal amount of the 2025 notes in a private offering to qualified institutional buyers pursuant to rule 144a promulgated under the securities act, including the initial purchasers' exercise in full of their option to purchase an additional $75.0 million aggregate principal amount of the 2025 notes",575000000.0
0.2641096115112304,customer revenue,a quarter,"1,800",2022,"for example, if we signed a new customer that generated $1,800 of revenue in a quarter, that customer would account for $7,200 of annualized revenue for that year",1800.0
0.2305233925580978,total number of customers,2019,"84,154",2019,"the number of paying customers was 140,096, 111,183, and 84,154 for the three months ended december 31, 2021, 2020, and 2019, respectively.",84154.0
0.1862999349832534,cash on balance sheet,up to 18 months,$2.2 million,2022,"the total purchase consideration included (i) acquisition-date cash payments of $13.7 million, net of $0.1 million of cash acquired, (ii) $1.8 million in shares of the company’s class a common stock, and (iii) a cash holdback of $2.2 million, which the company is retaining for up to 18 months and will be payable to the previous owners of s2, subject to offset by the company for any of the previous owners’ indemnification obligations in connection with the acquisition",2200000.0
0.1255830079317093,marketable securities,2025,$575.0 million,2025,"in may 2020, we issued $575.0 million aggregate principal amount of the 2025 notes in a private offering to qualified institutional buyers pursuant to rule 144a promulgated under the securities act, from which we received total proceeds, net of initial purchaser discounts and commissions and debt issuance costs, of $562.5 million",575000000.0
